ID,Text
1087,"Boa noite! Gostaria de fazer algumas consideraes sobre sua webquest: Todas as vezes que voc for fazer um trabalho como este em formato Word evite imagens. E se coloc-las; tem que colocar as fontes delas. Muitas imagens no word; podem dar a sensao que serviram mais para dar volume. Seria mais interessantes; j que utilizaram imagens; fazer pelo power point (que poderia ser feito tambm). Vocs leram o que coloquei no frum tira-dvidas sobre isso? Outro ponto ; alguns erros de gramtica. Especialmente de acentuao. Muito cuidado. De uma prxima vez; revisem mais. Afinal so quarteto. Me compreendem? No se utiliza mais o termo \""REFERNCIAS BIBLIOGRFICAS\"" e sim \""REFERNCIAS\"". Nas referncias; colocamos apenas o que foi citado diretamente ou indiretamente. Compreendem? Da maneira que colocaram; est equivocada. Existe uma forma correta de citar. Vou lhe ensinar. Deve ser assim: Sobrenome todo maisculo; nome com a primeira letra maiscula e demais minsculas; nome do livro; cidade; editora e ano. Entende? Por exemplo: Barbosa; Petrnio Silva. Psicologia da Aprendizagem. So Paulo; tica; 2005. O trabalho de vocs ficaria melhor se; da forma que fizeram; tivesse em powerpoint. Ou; se estivesse em word; tirassem as imagens e se preocupassem mais em abordar os temas e itens que trouxeram tona. Achei que poderiam abordar melhor; com mais profundidade; se valendo de citaes; para reforar o que colocaram. Sendo assim; vamos tentar melhorar da prxima vez. "
1088,"Boa noite! Gostaria de fazer algumas consideraes sobre sua webquest: &gt; Todas as vezes que voc for fazer um trabalho como este em formato Word evite imagens. E se coloc-las; tem que colocar as fontes delas. Muitas imagens no word; podem dar a sensao que serviram mais para dar volume. Seria mais interessantes; j que utilizaram imagens; fazer pelo power point (que poderia ser feito tambm). Vocs leram o que coloquei no frum tira-dvidas sobre isso? &gt; Outro ponto ; alguns erros de gramtica. Especialmente de acentuao. Muito cuidado. De uma prxima vez; revisem mais. Afinal so quarteto. Me compreendem? &gt; No se utiliza mais o termo \""REFERNCIAS BIBLIOGRFICAS\"" e sim \""REFERNCIAS\"". Nas referncias; colocamos apenas o que foi citado diretamente ou indiretamente. Compreendem? Da maneira que colocaram; est equivocada. Existe uma forma correta de citar. Vou lhe ensinar. Deve ser assim: Sobrenome todo maisculo; nome com a primeira letra maiscula e demais minsculas; nome do livro; cidade; editora e ano. Entende? Por exemplo: Barbosa; Petrnio Silva. Psicologia da Aprendizagem. So Paulo; tica; 2005. O trabalho de vocs ficaria melhor se; da forma que fizeram; tivesse em powerpoint. Ou; se estivesse em word; tirassem as imagens e se preocupassem mais em abordar os temas e itens que trouxeram tona. Achei que poderiam abordar melhor; com mais profundidade; se valendo de citaes; para reforar o que colocaram. Sendo assim; vamos tentar melhorar da prxima vez. "
1089,Faltou a caracterizao dos estilos de liderana utilizados pelos personagens conforme estudado.
1090,Faltou a caracterizao dos estilos de liderana utilizados pelos personagens conforme estudado e as referncias bibliogrficas.
1091,A atividade em grupo de 5 pessoas. Faltou seguir as normas da ABNT para trabalhos acadmicos; referncias bibliogrficas e a caracterizao dos estilos de liderana utilizados pelos personagens.
1097,Bom dia!!! Amanda; ficou boa a sua resenha porm tome mais cuidado na hora de escrever pois foram constatados alguns erros .
1098,Bom dia!!! cuidado com os erros ortogrficos e tentem prestar mais ateno na prxima. Abraos
1099,Bom dia!!! Tome cuidado com a organizao dos seus trabalhos; os erros ortogrficos e tambm veja a questo de como vc vai colocar as suas referncias bibliogrficas. Com o tempo voc vai se acostumando. Bjs : Trcia
1100,Ol. O trabalho de vocs seguiu o roteiro solicitado bem como as regras de formatao. Vale apenas ressaltar que em um relatrio as atividades devem ser explicadas de maneira mais detalhada para que quem o l possa chegar prximo realidade do momento vivenciado. Na descrio das atividades vocs trataram dos tpicos trabalhados em aula sem detalhar como eles foram trabalhados; como o professou abordou cada assunto; quais atividades ele apresentou.
1103,Ol. O trabalho de vocs seguiu o roteiro solicitado bem como as regras de formatao. Vale apenas ressaltar que em um relatrio as atividades devem ser explicadas de maneira mais detalhada para que quem o l possa chegar prximo realidade do momento vivenciado. Na descrio das atividades vocs trataram dos tpicos trabalhados em aula sem detalhar como eles foram trabalhados; como o professou abordou cada assunto; quais atividades ele apresentou.
1105,Seu relatrio cumpriu com os requisitos necessrios. Muito bem.
1109,Ol; vocs cumpriram as etapas do trabalho; porm a descrio das atividades na escola poderia ter sido mais explorada j que observaram 15 horas aulas. Solicito que; quando fizerem trabalhos em grupos ou em duplas; todos enviem o mesmo trabalho com a mesma formatao. Encontrei tambm um pequeno trecho que no foi de autoria de voc e no est sendo utilizado em forma de citao. http://www.andrearamal.com.br/artigos/educacao-de-jovens-e-adultos/linguagem-oral-usos-e-formas 1;5
1110,Alice; no seu trabalho faltam alguns dos itens solicitados como sumrio; e a ficha de comprovao de estgio. Tambm ; pelo que pude perceber voc no cumpriu as observaes de 15 horas aulas alm de no esclarecer bem a questo sobre o trabalho da oralidade na escola.
1113,O trabalho de vocs est bem elaborado. Muito bem.
1119,Boa tarde; Vocs poderiam ter explorado mais os princpios de Alvaraz y Sole e os relacionados pedagogicamente com as prticas observadas em sala de aula.
1122,Boa tarde; Vocs poderiam ter explorado maisos princpios de Alvaraz y Sole e os relacionados pedagogicamente com as prticas observadas em sala de aula; conforme solicitado na proposta.
1127,Bom trabalho; mas vocs poderiam ter explorado mais os princpios de Alvaraz y Sole e os relacionados as prticas observadas em sala de aula.
1132,Parabns pelo cumprimento das exigncias da atividade. Lembrando que a partir de agora todos os trabalhos realizados ; devero ser digitados de acordo com as normas apresentadas no captulo 2. Bons estudos.
1133,Ol. boa noite.Abaixo farei algumas consideraes sobre a sua webquest; fique atenta para rever alguns pontos de uma prxima vez. A capa e a contracapa apresentam alguns equvocos. Ora voc coloca fonte 14 ora 12. Coloque fonte 14 apenas para o ttulo. Na capa no necessrio o nome do professor; s na contracapa. Preste ateno nos pargrafos (precisam estar alinhados) Cuidado em pargrafos longos; o texto pode ficar cansativo. (no seu trabalho existe um pargrafo enorme) Voc sou trazer ideias relevantes ao trabalho. porm; senti falta de fundamentao terica. Ou seja; quando digo isso; quero dizer que voc deveria dizer : De acordo com fulano; a aprendizagem se d assim... Entende? Isso fundamentar. Vamos melhorar isso posteriormente? Pois voc necessitar mais tarde; numa monografia; por exemplo. As referncias esto colocadas erradas tambm. Vamos verificar isso melhor? Elas devem estar numa folha e no na metade de uma; como est. E s deve ir para referncia; apenas o que foi citado. Nesse caso; vocs tm que melhorar; aprender a citar autores. Vou lhe ajudar mais numa prxima vez. Att; tutor Petrnio
1134,Ana Mrcia; seu trabalho est incompleto. Voc no realizou todas as etapas exigidas pelo professor. Lembrando que a partir de agoratodos os trabalhos realizados ; devero ser digitados de acordo com as normas apresentadas no captulo 2. Bons estudos.
1137,Ol. boa noite. Abaixo farei algumas consideraes sobre a sua webquest; fique atenta para rever alguns pontos de uma prxima vez. &gt; A capa e a contracapa apresentam alguns equvocos. Ora voc coloca fonte 14 ora 12. Coloque fonte 14 apenas para o ttulo. Na capa no necessrio o nome do professor; s na contracapa. &gt; Preste ateno nos pargrafos (precisam estar alinhados) &gt; Cuidado em pargrafos longos; o texto pode ficar cansativo. (no seu trabalho existe um pargrafo enorme) &gt; Voc sou trazer ideias relevantes ao trabalho. porm; senti falta de fundamentao terica. Ou seja; quando digo isso; quero dizer que voc deveria dizer : De acordo com fulano; a aprendizagem se d assim... Entende? Isso fundamentar. Vamos melhorar isso posteriormente? Pois voc necessitar mais tarde; numa monografia; por exemplo. &gt; As referncias esto colocadas erradas tambm. Vamos verificar isso melhor? Elas devem estar numa folha e no na metade de uma; como est. E s deve ir para referncia; apenas o que foi citado. Nesse caso; vocs tm que melhorar; aprender a citar autores. Vou lhe ajudar mais numa prxima vez. Att; tutor Petrnio
1138,Parabns pelo cumprimento das exigncias da atividade.S tenha um pouco mais de cuidado ao uso de caixa alta em todo o texto. Lembrando que a partir de agoratodos os trabalhos realizados ; devero ser digitados de acordo com as normas apresentadas no captulo 2. Bons estudos.
1139,Seu trabalho est incompleto. Voc no realizou as etapas exigidas pelo professor. Lembrando que a partir de agoratodos os trabalhos realizados ; devero ser digitados de acordo com as normas apresentadas no captulo 2. Bons estudos.
1140,Aline; seu trabalho no foi configurado conforme s orientaes; por exemplo; todo texto em maisculo; maioria das pginas em Paisagem e margens com formatao errada. Lembrando que a partir de agoratodos os trabalhos realizados ; devero ser digitados de acordo com as normas apresentadas no captulo 2. Bons estudos.
1141,Ol querida. Veja bem; quero justificar a nota baixa que lhe dei. E quero que entenda bem. Seu trabalho at certo ponto organizado.Porm; no tem AUTENTICIDADE; ou seja; a todo momento; vi que voc copiou e colou trechos da internet para faz-lo. Isso me preocupou bastante. preciso amadurecer mais nesse sentido. Entende? Vou tentar lhe ajudar mais na prxima vez. Att; tutor Petrnio.
1146,Alyne; a atividade solicitada era individual; devido a isso sua nota foi reduzida. Tenha um pouco mais de ateno no que solicitado.Lembrando que a partir de agoratodos os trabalhos realizados; devero ser digitados de acordo com as normas apresentadas no captulo 2. Bons estudos.
1149,Adilane; a primeira etapa do seu trabalho no foi cumprida; onde voc deveria deixar o texto configurado com fonte 12 e s depois com o mesmo texto (em outra lauda) pass-lo para 18. No mais; bom trabalho. Lembrando que a partir de agoratodos os trabalhos realizados; devero ser digitados de acordo com as normas apresentadas no captulo 2. Bons estudos.
1151,Ana Claudia; na 1 e 2 etapa a configurao deveria ser a mesma da 3 e 4; porm com a fonte 18. Porm realizaste um bom trabalho.Lembrando que a partir de agoratodos os trabalhos realizados; devero ser digitados de acordo com as normas apresentadas no captulo 2. Bons estudos.
1153,Ana Paula; quando alterou o tamanho da fonte para 18; na pgina 4 do trabalho; a formatao da pgina anterior era para ter sido mantida.Lembrando que a partir de agoratodos os trabalhos realizados; devero ser digitados de acordo com as normas apresentadas no captulo 2. Bons estudos.
1154,Parabns pelo cumprimento das exigncias da atividade. Lembrando que a partir de agoratodos os trabalhos realizados; devero ser digitados de acordo com as normas apresentadas no captulo 2. Bons estudos.
1155,Devido alguns erros de formatao e seu trabalho est idntico ao de Andrelucia Silva Delmondes; sua nota foi reduzida.Ateno ao que se pede em cada atividade; principalmente quando se refere a trabalho em dupla; individual; ou SEMELHANTE a de algum. Lembrando que a partir de agoratodos os trabalhos realizados; devero ser digitados de acordo com as normas apresentadas no captulo 2. Bons estudos.
1163,Ol; boa noite. Olha s; gostei muito de sua webquest. Fico feliz em ver o crescimento de vocs. especificamente; na questo de embasar teoricamente. Gostei de ver que conseguiram distinguir o que cada estudioso traz sobre aprendizagem e relacionar os conceitos de forma muito coerente. Adorei. Porm; gostaria de fazer somente duas crticas. E estas so de carter estrutural e formatao. Vejam: &gt; No se usa mais o termo Referncias Bibliogrficas. Apenas se utiliza o termo REFERNCIAS. E s deve ir para as referncias aquilo que foi citado (diretamente ou indiretamente) no texto. Entenderam? preciso mais ateno nisso da prxima vez. &gt; Na capa; encontrei alguns equvocos; com relao ao tamanho da fonte. Utilize 14 (para o ttulo) e 12 para o restante. Vamos melhorar isso da prxima vez? Achei muito interessante a web de vocs e estou bem orgulhoso. Espero ter ajudado. Att; Tutor Petrnio
1170,Ol. Voc cumpriu com as etapas solicitadas; porm seu relatrio poderia ser mais extenso e mais detalhado; tendo em vista que foram 15 horas-aulas de observaes. Voc precisa tambm atentar para a questo da formatao de seu trabalho.
1172,Muito Bom Caio.
1180,Senti falta do seu anexo. Nome consta no grupo de Cristiane Hermnia
1195,Seu trabalho est muito bem elaborado; parabns!
1200,Seu trabalho foi bem elaborado; porm faltaram as fichas de comprovao de estgio.
1208,Prezada; Parabns! O trabalho foi bem sistematizado; atendendo os pontos pertinentes da solicitao. Ademais; observe as normas da ABNT (referente referncias bibliogrficas); pois o sobrenome do(a) autor(a) inicia-se em letras maisculas e o ttulo da obra deve ser em negrito ou itlico. Um abrao.
1209,Caras alunas; No trabalho de vocs senti falta do princpio da equidade e dos princpios de Alvaraz y Soler; bem como da explanao do que vocs observaram em sala de aula e da relao e anlise do observado em sala de aula comparado a teoria estudada na disciplina; conforme proposto.
1210,Caras alunas; No trabalho de vocs senti falta doprincpio da equidade e dos princpios de Alvaraz y Soler; bem como da explanao do que vocs observaram em sala de aula e da relao e anlise do observado em sala de aula comparado a teoria estudada na disciplina; conforme proposto.
1212,Boa tarde; O grupo desenvolveu um bom trabalho; faltou apenas explorar os princpios de Alvaraz y Soler; bem como da relao e anlise do observado em sala de aula com os princpios.
1213,Boa tarde; O grupo desenvolveu um bom trabalho; faltou apenas explorar os princpios de Alvaraz y Soler; bem como da relao e anlise do observado em sala de aula com os princpios.
1217,Vc realizou as entrevistas????
1220,Boa tarde; no trabalho de vocs senti falta dosprincpio da equidade e os princpios de Alvaraz y Soler; e de suas relaes com as prticas observadas.
1223,Sempre que fizer alguma atividade (Webquest) coloque o nome do professor formador da disciplina; que no caso sou eu; Pedro Rodrigues.
1225,Houve compreenso sobre a intertextualidade no processo comunicativo; mas as ideias das autoras no foram bem apresentadas. A estrutura do texto no segue os padres do gnero solicitado; alm do corpo textual sofrer com a ausncia de concordncia nominal e concordncia verbal; os elementos coesivos no esto bem empregados ou esto ausentes; o que interfere na coerncia; ou seja; na boa compreenso das ideias.
1229,Houve compreenso sobre a intertextualidade no processo comunicativo; mas as ideias das autoras no foram bem apresentadas. A estrutura do texto no segue os padres do gnero solicitado ( no traz referncia; citao da obra est incompleta; no segue as normas da ABNT). H ausncia de elementos coesivos em alguns trechos; o que compromete a coerncia do seu texto.
1230,Prezada; O trabalho atende alguns pontos pertinentes na sistemtica proposta; mas a pesquisa poderia ser mais aprofundada e fundamentada. Logo; observa-se que faltou uma ltima leitura ao finalizar o texto; por no ter sido feito uma correo de algumas palavras que do o sentido da frase (1 pargrafo; duas ocorrncias). Bem como; faltou apresentar as referncias da pesquisa. Um abrao.
1232,Houve compreenso sobre a intertextualidade no processo sociocomunicativo e; as ideias das autoras foram bem explanadas. No entanto; a estrutura do texto no segue alguns padres do gnero solicitado ( faltou ttulo). Releia seu texto para um melhor aprimoramento da escrita; esta prtica a tornar ao longo do curso uma exmia professora de lngua portuguesa. Abraos e bons estudos!
1234,Houve compreenso sobre a intertextualidade no processo sociocomunicativo e; as ideias das autoras foram bem apresentadas. No entanto; a estrutura do texto em alguns aspectos no segue o padro do gnero solicitado ( no h ttulo; no h citao da obra; no h referncia; no segue as normas da ABNT); algumas ideias esto incoerentes.
1235,Prezada; Parabns! O trabalho foi bem sistematizado; atendendo os pontos pertinentes da solicitao. Ademais; observe as normas da ABNT (referente citaes e referncias bibliogrficas). Um abrao.
1240,Houve compreenso sobre a intertextualidade no processo sociocomunicativo e; as ideias das autoras foram bem apresentadas. No entanto; a estrutura do texto em alguns aspectos no segue o padro do gnero solicitado ( no h citao da obra; no h referncia).
1241,Boa tarde; O trabalho de vocs foi bem elaborado; mas senti falta do relato da vivencia em sala de aula; vocs poderiam ter explorado mais feito a relao com a teoria abordada.
1247,Prezada; Parabns! O trabalho atende os pontos pertinentes na sistemtica proposta. Logo; observa-se que faltou uma ltima leitura ao finalizar o texto; por no ter sido feito a correo de algumas palavras que faltaram os acentos. Nesse sentido; aconselho que ao finalizar um trabalho releia para evitar essa ocorrncia. Um abrao.
1249,Prezada; Parabns! O trabalho foi bem sistematizado; atendendo os pontos pertinentes da solicitao. Ademais; observe as normas da ABNT (referente citaes e referncias bibliogrficas). Um abrao.
1250,Houve compreenso sobre a intertextualidade no processo sociocomunicativo e; as ideias das autoras foram apresentadas de forma parcial. No entanto; a estrutura do texto em alguns aspectos no segue o padro do gnero solicitado ( no h ttulo; no h citao da obra; no h referncia; no segue as normas da ABNT). H uma ausncia de acentuao grfica; assim como a conjugao de alguns verbos est errada. interessante que voc revise o texto para melhor-lo; isso dar uma qualidade maior a sua escrita; esta iniciativa far com que voc ao final do curso desenvolva aptides as quais o tornar um excelente professor de lngua portuguesa. Abraos e bons estudos!
1251,Prezada; Parabns! O trabalho foi bem sistematizado; atendendo os pontos pertinentes da solicitao. Ademais; observe as normas da ABNT (referente citaes e referncias bibliogrficas). Um abrao.
1267,"Caras alunas; O trabalho de vocs teria ficado mais \""rico\"" se vocs tivessemexplorado o princpio da equidade e os princpios de Alvaraz y Soler tendo em vista prticas pedaggicos necessrias para atender diversidade presente na escola; bem como explanado mais as observaes em sala de aula e a relao da teoria estudada com a prtica vivenciada. "
1271,Houve compreenso sobre a intertextualidade no processo sociocomunicativo e; as ideias das autoras foram bem apresentadas. No entanto; a estrutura do texto em alguns aspectos no segue o padro do gnero solicitado (no segue as normas da ABNT(para estruturao de pgina); no se usa citao recuada para neste gnero textual). interessante que voc revise o texto para melhor-lo; isso dar uma qualidade maior a sua escrita; esta iniciativa far com que voc ao longo do curso desenvolva aptides as quais a tornar uma excelente professora de lngua portuguesa. Abraos e bons estudos!
1279,Cpia do artigo REMINISCNCIAS ENTRE MUNDOS EM COMPANHEIROS; DE LUANDINO VIEIRA
1280,H; neste texto; indcios de plgio.
1286,A atividade pede para elaborar um esquema sobre os Cnidrios (Hidrozorios e Cifozorios); que poderia ser uma maquete ou desenho desenvolvido pelo aluno com o auxlio de pesquisas em livros e sites; alm de um texto explicativo sobrea diferenciao entre a reproduo sexuada e assexuada de cada um.
1292,H; neste texto; indcios de plgio. Como se no bastasse; ainda corresponde a uma cpia do trabalho das alunasAurenita Gomes da Silva e Auriclia Nogueira dos Santos (bem; no saberei precisar quem copiou de quem) - o que mais grave; por ser cpia da cpia. Posturas como essas s sinalizam o comprometimento com o curso e com a formao...
1293,H; neste texto; indcios de plgio. Como se no bastasse; ainda corresponde a uma cpia do trabalho das alunasAurenita Gomes da Silva e Auriclia Nogueira dos Santos (bem; no saberei precisar quem copiou de quem) - o que mais grave; por ser cpia da cpia. Posturas como essas s sinalizam o comprometimento com o curso e com a formao...
1294,H; neste texto; indcios de plgio. Como se no bastasse; ainda corresponde a uma cpia do trabalho das alunas Rizoneide da Silva Santos e Auanna dos Santos Alves (bem; no saberei precisar quem copiou de quem) - o que mais grave; por ser cpia da cpia. Posturas como essas s sinalizam o comprometimento com o curso e com a formao...
1295,H; neste texto; indcios de plgio. Como se no bastasse; ainda corresponde a uma cpia do trabalho das alunas Rizoneide da Silva Santos e Auanna dos Santos Alves (bem; no saberei precisar quem copiou de quem) - o que mais grave; por ser cpia da cpia. Posturas como essas s sinalizam o comprometimento com o curso e com a formao...
1322,Parabns pelo cumprimento das exigncias da atividade. Lembrando que a partir de agoratodos os trabalhos realizados; devero ser digitados de acordo com as normas apresentadas no captulo 2. Bons estudos.
1323,Alcione mais ateno na formatao de seus trabalhos; o presente trabalho apresentou alguns erros na configurao das margens.Lembrando que a partir de agoratodos os trabalhos realizados ; devero ser digitados de acordo com as normas apresentadas no captulo 2. Bons estudos.
1324,Seu trabalho no foi configurado conforme s orientaes. Tais como: na 1 e 2 etapas a configurao deveria ser a mesma da 3 e 4; porm com a fonte 18; ou seja; duas pginas com a mesma configurao mudando somente o tamanho da fonte; como tambm a configurao das pginas; mais ateno configurao das margens e a orientao da pgina para modo paisagem somente quando solicitado. Revise suas atividades antes de enviar. Lembrando que a partir de agoratodos os trabalhos realizados ; devero ser digitados de acordo com as normas apresentadas no captulo 2. Bons estudos.
1325,Aline;na 1 e 2 etapa a configurao deveria ser a mesma da 3 e 4; porm com a fonte 18. Contudo; realizaste um bom trabalho.Lembrando que a partir de agoratodos os trabalhos realizados; devero ser digitados de acordo com as normas apresentadas no captulo 2. Bons estudos.
1326,Bom trabalho. Lembrando que a partir de agoratodos os trabalhos realizados; devero ser digitados de acordo com as normas apresentadas no captulo 2. Bons estudos.
1327,Andreia;na 1 e 2 etapas a configurao deveria ser a mesma da 3 e 4; porm com a fonte 18; ou seja; duas pginas com a mesma configurao mudando somente o tamanho da fonte. Porm realizaste um bom trabalho.Lembrando que a partir de agoratodos os trabalhos realizados; devero ser digitados de acordo com as normas apresentadas no captulo 2. Bons estudos.
1330,Voc no realizou todas as etapas exigidas pelo professor. Lembrando que a partir de agoratodos os trabalhos realizados ; devero ser digitados de acordo com as normas apresentadas no captulo 2. Bons estudos.
